student_id,program,year,semester,campus,courses
S169,BSCS,4,4,City,Discrete Mathematics|Machine Learning|Data Structures|Data Warehousing
S170,BSCS,4,6,City,Data Warehousing|Machine Learning
S171,BSCS,4,1,City,Machine Learning|Data Warehousing
S172,BSCS,2,4,City,Data Warehousing|Machine Learning
S173,BSCS,3,1,Main,Data Warehousing
S174,BSCS,3,3,City,Data Warehousing
S175,BSCS,3,3,Main,Data Warehousing
S176,BSCS,1,3,Main,Data Warehousing
S177,BSCS,4,2,City,Data Warehousing
S178,BSCS,2,2,City,Data Warehousing
S179,BSCS,4,3,City,Data Warehousing
S180,BSCS,4,5,City,
S181,BSCS,1,7,Main,
S182,BSCS,2,6,City,
S183,BSCS,4,4,City,
S184,BSCS,2,1,City,
S185,BSCS,1,1,Main,
S186,BSCS,4,7,City,
S187,BSCS,2,7,Main,
S188,BSCS,2,6,Main,
S189,BSCS,4,4,Main,
S190,BSCS,4,2,Main,
S191,BSCS,2,3,Main,
S192,BSCS,2,3,City,
S193,BSCS,4,7,Main,
S194,BSCS,1,3,City,
S195,BSCS,4,2,Main,
S196,BSCS,1,5,City,
S197,BSCS,2,1,City,
S198,BSCS,1,8,Main,
S199,BSCS,3,1,Main,
S200,BSCS,1,1,Main,
S201,BSAF,4,1,City,International Financial Management|Introduction to Business Finance|Business Finance|Financial Institutions and Markets|Regulation and Financial Market
S202,BSAF,4,8,City,Financial Institutions and Markets|Introduction to Business Finance|Business Finance|Regulation and Financial Market|International Financial Management
S203,BSAF,3,7,City,Regulation and Financial Market|Financial Institutions and Markets|International Financial Management|Introduction to Business Finance
S204,BSAF,3,6,Main,Financial Institutions and Markets|Introduction to Business Finance|Regulation and Financial Market|International Financial Management
S205,BSAF,4,6,City,Introduction to Business Finance|Financial Institutions and Markets|International Financial Management|Regulation and Financial Market
S206,BSAF,3,1,City,Financial Institutions and Markets|International Financial Management|Regulation and Financial Market|Introduction to Business Finance
S207,BSAF,1,2,City,Financial Institutions and Markets|International Financial Management|Introduction to Business Finance|Regulation and Financial Market
S208,BSAF,2,7,Main,Financial Institutions and Markets|International Financial Management|Introduction to Business Finance|Regulation and Financial Market
S209,BSAF,3,2,Main,Introduction to Business Finance|Regulation and Financial Market|Financial Institutions and Markets|International Financial Management
S210,BSAF,4,6,City,Financial Institutions and Markets|International Financial Management|Regulation and Financial Market
S211,BSAF,2,7,Main,International Financial Management|Regulation and Financial Market|Financial Institutions and Markets
S212,BSAF,1,6,City,International Financial Management|Financial Institutions and Markets|Regulation and Financial Market
S213,BSAF,3,1,City,International Financial Management|Financial Institutions and Markets|Regulation and Financial Market
S214,BSAF,4,4,City,Regulation and Financial Market|Financial Institutions and Markets|International Financial Management
S215,BSAF,3,2,City,Financial Institutions and Markets|Regulation and Financial Market|International Financial Management
S216,BSAF,1,8,City,Financial Institutions and Markets|Regulation and Financial Market|International Financial Management
S217,BSAF,2,5,Main,International Financial Management|Financial Institutions and Markets|Regulation and Financial Market
S218,BSAF,2,1,City,International Financial Management|Financial Institutions and Markets|Regulation and Financial Market
S219,BSAF,3,2,City,International Financial Management|Regulation and Financial Market|Financial Institutions and Markets
S220,BSAF,4,3,Main,Regulation and Financial Market|International Financial Management|Financial Institutions and Markets
S221,BSAF,2,8,Main,Financial Institutions and Markets|Regulation and Financial Market|International Financial Management
S222,BSAF,2,4,Main,Regulation and Financial Market|Financial Institutions and Markets|International Financial Management
S223,BSAF,4,2,Main,International Financial Management|Financial Institutions and Markets|Regulation and Financial Market
S224,BSAF,3,3,City,Regulation and Financial Market|Financial Institutions and Markets|International Financial Management
S225,BSAF,2,5,City,International Financial Management|Financial Institutions and Markets|Regulation and Financial Market
S226,BSAF,1,8,Main,Financial Institutions and Markets|International Financial Management|Regulation and Financial Market
S227,BSAF,1,8,City,Financial Institutions and Markets|International Financial Management|Regulation and Financial Market
S228,BSAF,1,4,City,International Financial Management|Financial Institutions and Markets|Regulation and Financial Market
S229,BSAF,4,7,City,International Financial Management|Regulation and Financial Market|Financial Institutions and Markets
S230,BSAF,2,4,City,International Financial Management|Financial Institutions and Markets|Regulation and Financial Market
S231,BSAF,3,2,Main,Regulation and Financial Market|International Financial Management|Financial Institutions and Markets
S232,BSAF,1,2,City,Regulation and Financial Market|International Financial Management|Financial Institutions and Markets
S233,BSAF,1,4,City,Financial Institutions and Markets|Regulation and Financial Market|International Financial Management
S234,BSAF,3,3,City,Regulation and Financial Market|Financial Institutions and Markets|International Financial Management
S235,BSAF,3,1,Main,International Financial Management|Regulation and Financial Market|Financial Institutions and Markets
S236,BSAF,4,4,City,International Financial Management|Regulation and Financial Market|Financial Institutions and Markets
S237,BSAF,3,6,Main,Financial Institutions and Markets|Regulation and Financial Market
S238,BSAF,1,4,City,Financial Institutions and Markets|Regulation and Financial Market
S239,BSAF,4,1,City,Financial Institutions and Markets
S240,BSAF,3,3,Main,Financial Institutions and Markets
S241,BSAF,4,8,Main,Financial Institutions and Markets
S242,BSAF,2,5,Main,Financial Institutions and Markets
S243,BSAF,3,6,Main,Financial Institutions and Markets
S244,BSAF,4,5,Main,
S245,BSAF,3,8,City,
S246,BSAF,3,1,Main,
S247,BSAF,2,4,Main,
S248,BSAF,4,3,City,
S249,BSAF,2,5,Main,
S250,BSAF,3,7,City,
S251,BSAF,3,8,City,
S252,BSAF,1,7,City,
S253,BSAF,2,5,City,
S254,BSAF,2,2,City,
S255,BSAF,3,1,City,
S256,BSAF,2,3,City,
S257,BSAF,3,8,Main,
S258,BSAF,2,4,Main,
S259,BSAF,3,1,Main,
S260,BSAF,4,3,City,
S261,BSAF,1,3,Main,
S262,BSAF,4,6,Main,
S263,BSAF,1,1,City,
S264,BSAF,2,7,City,
S265,BSAF,1,4,Main,
S266,BSAF,4,4,City,
S267,BSAF,2,5,City,
S268,BSAF,4,2,City,
S269,BSAF,4,5,City,
S270,BSAF,1,1,Main,
S271,BSAF,1,2,City,
S272,BSAF,1,4,City,
S273,BSAF,1,5,Main,
S274,BSAF,4,7,City,
S275,BSAF,2,5,Main,
S276,BSAF,1,6,Main,
S277,BSAF,1,7,City,
S278,BSAF,1,8,Main,
S279,BSAF,1,4,Main,
S280,BSAF,1,3,City,
S281,BSAF,1,6,Main,
S282,BSAF,2,3,Main,
S283,BSAF,3,2,Main,
S284,BSAF,1,2,City,
S285,BSAF,2,6,City,
S286,BSAF,2,1,City,
S287,BSAF,3,1,City,
S288,BSAF,4,3,City,
S289,BSAF,2,6,Main,
S290,BSAF,2,1,Main,
S291,BSAF,2,4,City,
S292,BSAF,2,4,Main,
S293,BSAF,3,6,Main,
S294,BSAF,1,7,City,
S295,BSAF,4,5,Main,
S296,BSAF,4,7,Main,
S297,BSAF,4,5,Main,
S298,BSAF,1,4,City,
S299,BSAF,3,4,Main,
S300,BSAF,2,7,City,
S301,BSECO,4,7,Main,Partial Differential Equations|Microeconomics|Applied Econometrics|Environmental Economics|Principles of Microeconomics
S302,BSECO,1,4,City,Environmental Economics|Applied Econometrics|Partial Differential Equations|Principles of Microeconomics|Microeconomics
S303,BSECO,1,2,City,Applied Econometrics|Environmental Economics|Microeconomics|Partial Differential Equations
S304,BSECO,3,2,Main,Applied Econometrics|Environmental Economics|Partial Differential Equations|Microeconomics
S305,BSECO,3,6,City,Applied Econometrics|Microeconomics|Partial Differential Equations|Environmental Economics
S306,BSECO,2,3,City,Partial Differential Equations|Microeconomics|Environmental Economics|Applied Econometrics
S307,BSECO,1,1,City,Microeconomics|Environmental Economics|Partial Differential Equations|Applied Econometrics
S308,BSECO,4,4,Main,Environmental Economics|Applied Econometrics|Partial Differential Equations|Microeconomics
S309,BSECO,2,2,City,Partial Differential Equations|Microeconomics|Environmental Economics|Applied Econometrics
S310,BSECO,1,8,City,Environmental Economics|Microeconomics|Applied Econometrics|Partial Differential Equations
S311,BSECO,3,5,Main,Microeconomics|Applied Econometrics|Partial Differential Equations|Environmental Economics
S312,BSECO,2,1,City,Applied Econometrics|Partial Differential Equations|Microeconomics|Environmental Economics
S313,BSECO,2,7,City,Microeconomics|Environmental Economics|Applied Econometrics|Partial Differential Equations
S314,BSECO,4,7,Main,Microeconomics|Applied Econometrics|Partial Differential Equations|Environmental Economics
S315,BSECO,1,5,Main,Microeconomics|Partial Differential Equations|Environmental Economics|Applied Econometrics
S316,BSECO,2,3,City,Partial Differential Equations|Environmental Economics|Microeconomics|Applied Econometrics
S317,BSECO,1,5,City,Environmental Economics|Partial Differential Equations|Applied Econometrics
S318,BSECO,4,4,City,Environmental Economics|Applied Econometrics|Partial Differential Equations
S319,BSECO,4,3,City,Partial Differential Equations|Applied Econometrics|Environmental Economics
